CustomerID,CustomerName,Gender,Age,MaritalStatus,DependentsCount,Occupation,IncomeBand,CustomerSegment,CustomerLifetimeValue,Region,State,City,ZipCode,Market,UrbanRural,PopulationDensity,NetworkCoverageScore,AccountStartDate,TenureMonths,ContractType,InternetService,PhoneService,NumLines,DeviceType,DeviceAgeMonths,UnlimitedData,StreamingTV,StreamingMovies,InternationalCalling,VoicemailService,SecurityPackage,CloudBackup,MonthlyDataUsageGB,MonthlyVoiceMinutes,MonthlySMS,AppUsageFrequency,PortalVisits,DaysSinceLastLogin,MonthlyCharges,TotalCharges,Revenue,ARPU,RevenueLast12M,MonthlyDiscount,PromotionType,AutoPayEnabled,PaymentMethod,LatePaymentsLast12M,FailedPaymentCount,SatisfactionScore,NPSScore,SupportTicketsLast90Days,ComplaintCount,AvgResolutionTimeHours,OutageImpactScore,CustomerStatus,Churn,ChurnDate,ChurnReason,ChurnProbability,RiskSegment,RetentionOfferGiven,RetentionOfferAccepted
C002240,Customer 2240,Male,60,Married,3,Professional,High,Consumer,8943.95,Midwest,Ohio,Columbus,52238,Suburban,Urban,256,71.9,2024-08-06,51,One Year,Cable,Yes,6,iPhone,18,Yes,No,Yes,No,No,No,No,122.0,2531,23,16,13,82,158.41,8078.91,8078.91,158.41,1900.92,16.81,Seasonal,No,Mailed Check,3,2,9,45,0,0,65.0,6,Active,No,,,0.08,Medium,No,Yes
C002241,Customer 2241,Female,71,Divorced,4,Business,High,Premium,37027.47,Midwest,Minnesota,Minneapolis,87968,Urban,Rural,9069,85.3,2024-09-04,86,One Year,Cable,Yes,6,Android,58,Yes,No,Yes,No,Yes,No,Yes,119.9,1702,1580,16,3,171,174.75,15028.5,15028.5,174.75,2097.0,5.25,None,Yes,Mailed Check,6,0,2,-96,4,2,57.7,9,Active,No,,,0.2,Medium,Yes,No
C002242,Customer 2242,Male,40,Married,3,Student,High,Premium,15286.17,West,Nevada,Las Vegas,98624,Urban,Urban,6078,95.2,2018-01-28,73,Month-to-Month,DSL,Yes,1,iPhone,12,No,Yes,No,Yes,No,No,No,201.5,726,954,2,17,131,150.28,10970.44,10970.44,150.28,1803.36,11.66,None,No,Bank Transfer,2,0,6,21,4,1,7.5,4,Churned,Yes,2025-07-25,Network Quality,0.33,Medium,No,No
C002243,Customer 2243,Male,23,Married,4,Professional,High,Business,11465.47,South,Florida,Miami,72168,Suburban,Rural,4699,61.5,2020-06-17,109,Two Year,DSL,Yes,6,Android,12,No,Yes,Yes,Yes,Yes,No,Yes,71.6,3133,1597,5,6,97,88.3,9624.7,9624.7,88.3,1059.6,9.17,Retention,Yes,Mailed Check,1,3,8,-98,3,2,66.2,8,Active,No,,,0.08,Medium,No,Yes
C002244,Customer 2244,Male,25,Single,5,Student,Medium,Business,15364.45,Midwest,Minnesota,Minneapolis,23956,Urban,Rural,7552,65.6,2020-07-04,61,Month-to-Month,Cable,Yes,5,iPhone,44,No,No,No,No,Yes,Yes,No,270.3,2801,1341,23,10,8,136.86,8348.46,8348.46,136.86,1642.32,26.8,Retention,Yes,Electronic Check,6,1,2,-99,2,2,49.9,8,Churned,Yes,2026-06-20,Moved Away,0.45,Low,No,Yes
C002245,Customer 2245,Female,68,Married,2,Professional,High,Consumer,15809.51,West,California,Los Angeles,24946,Urban,Urban,9015,75.2,2018-08-17,113,One Year,Cable,Yes,6,Router,33,Yes,No,Yes,Yes,Yes,Yes,Yes,262.8,1808,477,22,17,42,56.29,6360.77,6360.77,56.29,675.48,27.26,Bundle,Yes,Bank Transfer,4,2,4,68,2,3,9.1,5,Active,No,,,0.28,Medium,Yes,Yes
C002246,Customer 2246,Female,41,Single,2,Professional,Low,Consumer,2339.35,Midwest,Michigan,Detroit,75185,Metro,Urban,2019,66.7,2024-09-30,14,One Year,Fiber Optic,Yes,2,iPhone,37,No,No,No,Yes,Yes,No,Yes,378.0,3041,1966,17,13,139,100.94,1413.16,1413.16,100.94,1211.28,1.71,Bundle,Yes,Credit Card,5,0,2,-10,3,2,11.3,4,Active,No,,,0.2,High,Yes,No
C002247,Customer 2247,Female,71,Single,3,Retired,Low,Premium,13698.09,West,Washington,Seattle,93946,Suburban,Urban,8925,88.4,2025-07-01,82,Month-to-Month,Fiber Optic,Yes,4,Android,7,No,Yes,No,No,Yes,Yes,No,347.4,684,1833,1,0,135,71.72,5881.04,5881.04,71.72,860.64,26.14,Retention,Yes,Bank Transfer,1,2,7,-99,1,0,49.4,10,Churned,Yes,2026-05-11,Competitor Offer,0.33,Medium,Yes,Yes
C002248,Customer 2248,Male,57,Single,2,Retired,Medium,Family,13145.61,Northeast,New Jersey,Newark,11978,Metro,Rural,1011,63.0,2022-05-16,44,Month-to-Month,Fiber Optic,Yes,4,iPhone,12,Yes,No,Yes,No,Yes,Yes,Yes,375.9,3742,2597,25,9,158,166.56,7328.64,7328.64,166.56,1998.72,29.48,None,Yes,Mailed Check,6,0,1,-85,1,1,58.2,2,Churned,Yes,2025-07-06,Moved Away,0.45,High,No,No
C002249,Customer 2249,Male,18,Divorced,1,Professional,High,Family,9545.43,West,California,Los Angeles,83121,Metro,Urban,326,93.5,2020-09-18,72,Two Year,DSL,Yes,4,Router,8,Yes,Yes,Yes,No,No,No,Yes,246.1,1009,12,3,20,158,62.69,4513.68,4513.68,62.69,752.28,5.49,Retention,Yes,Credit Card,1,0,9,86,1,0,3.9,2,Active,No,,,0.08,Medium,Yes,Yes
C002250,Customer 2250,Male,43,Married,5,Business,High,Premium,16228.92,Northeast,New York,New York,35444,Suburban,Rural,711,77.1,2024-01-14,65,Month-to-Month,DSL,Yes,5,Tablet,43,Yes,Yes,Yes,Yes,Yes,Yes,Yes,216.7,913,167,7,10,153,136.58,8877.7,8877.7,136.58,1638.96,28.64,Seasonal,Yes,Credit Card,1,1,1,11,3,4,7.9,7,Active,No,,,0.53,Medium,Yes,Yes
C002251,Customer 2251,Female,61,Divorced,4,Retired,Low,Premium,4902.07,South,Florida,Miami,53520,Urban,Urban,2349,68.0,2018-11-10,73,Month-to-Month,DSL,Yes,4,Tablet,22,Yes,Yes,No,No,Yes,No,Yes,24.1,3556,1842,25,15,178,37.07,2706.11,2706.11,37.07,444.84,2.35,Bundle,Yes,Credit Card,1,3,10,-8,0,1,45.8,1,Active,No,,,0.33,High,Yes,No
C002252,Customer 2252,Male,47,Married,5,Professional,High,Consumer,23675.76,Northeast,New Jersey,Newark,52587,Suburban,Urban,972,86.6,2020-03-28,83,One Year,DSL,Yes,4,Android,15,Yes,Yes,No,No,No,Yes,Yes,355.0,67,2540,13,8,147,105.1,8723.3,8723.3,105.1,1261.2,4.91,Retention,Yes,Mailed Check,3,1,4,80,2,2,44.0,10,Active,No,,,0.2,Low,Yes,No
C002253,Customer 2253,Male,80,Married,3,Government,Medium,Business,13688.23,West,Oregon,Portland,37919,Urban,Urban,6497,78.8,2018-11-04,81,Month-to-Month,Cable,Yes,5,Router,26,No,Yes,Yes,Yes,Yes,No,Yes,263.8,549,2930,22,16,50,61.67,4995.27,4995.27,61.67,740.04,22.02,Seasonal,Yes,Mailed Check,2,1,4,65,2,3,51.7,6,Churned,Yes,2025-09-16,Service Issues,0.53,High,Yes,No
C002254,Customer 2254,Male,50,Married,1,Student,High,Premium,3855.0,South,Georgia,Atlanta,73409,Metro,Rural,5320,84.4,2023-12-17,10,Month-to-Month,DSL,Yes,5,Android,16,Yes,No,No,Yes,Yes,No,No,431.2,1773,2217,7,14,143,157.92,1579.2,1579.2,157.92,1579.2,25.13,Bundle,No,Electronic Check,2,2,7,-60,2,3,35.8,10,Active,No,,,0.41,Medium,Yes,Yes
C002255,Customer 2255,Male,33,Single,3,Student,High,Family,14581.97,South,Texas,Houston,21673,Metro,Urban,3654,92.8,2025-08-21,88,Month-to-Month,Fiber Optic,Yes,1,Tablet,60,Yes,No,Yes,Yes,Yes,Yes,No,164.0,462,309,18,11,39,68.78,6052.64,6052.64,68.78,825.36,16.35,Retention,No,Bank Transfer,4,1,2,-16,2,0,15.3,1,Churned,Yes,2026-04-27,Moved Away,0.45,High,No,Yes
C002256,Customer 2256,Female,56,Single,3,Professional,Medium,Business,2100.07,West,Washington,Seattle,91660,Urban,Urban,3291,76.0,2018-03-23,22,Two Year,DSL,Yes,2,Tablet,46,Yes,Yes,No,Yes,No,Yes,Yes,134.2,3995,253,30,14,37,50.43,1109.46,1109.46,50.43,605.16,15.9,Bundle,No,Electronic Check,5,0,9,-21,1,0,28.5,10,Active,No,,,0.08,Low,No,Yes
C002257,Customer 2257,Male,24,Married,1,Business,Low,Family,2753.94,Northeast,Massachusetts,Boston,93886,Urban,Urban,2565,99.0,2025-10-27,25,One Year,Fiber Optic,Yes,6,iPhone,13,Yes,No,No,No,Yes,Yes,No,24.6,910,6,26,0,136,51.46,1286.5,1286.5,51.46,617.52,11.61,Bundle,No,Electronic Check,4,1,10,27,0,1,44.8,5,Active,No,,,0.08,Low,Yes,No
C002258,Customer 2258,Female,34,Single,0,Retired,High,Family,19380.67,Midwest,Illinois,Chicago,57418,Suburban,Rural,2197,83.5,2024-06-28,78,Two Year,Fiber Optic,Yes,1,Router,45,No,No,No,Yes,No,No,Yes,381.2,2860,2040,18,18,14,113.78,8874.84,8874.84,113.78,1365.36,8.32,Bundle,Yes,Credit Card,4,3,2,96,2,1,29.2,9,Active,No,,,0.2,Medium,Yes,Yes
C002259,Customer 2259,Male,30,Divorced,2,Professional,Medium,Premium,4184.16,South,Florida,Miami,57585,Suburban,Rural,5462,97.4,2020-06-16,9,Month-to-Month,Fiber Optic,Yes,5,Android,55,No,Yes,Yes,No,Yes,Yes,Yes,92.4,1571,2688,4,2,177,177.76,1599.84,1599.84,177.76,1599.84,13.43,Bundle,No,Bank Transfer,3,3,2,22,0,0,57.8,2,Active,No,,,0.45,Low,No,Yes
C002260,Customer 2260,Female,23,Divorced,0,Professional,High,Business,8929.83,West,Oregon,Portland,46306,Urban,Rural,305,82.6,2023-08-31,41,Two Year,Cable,Yes,2,Tablet,36,Yes,Yes,Yes,Yes,Yes,Yes,No,115.9,2777,2579,26,1,61,87.43,3584.63,3584.63,87.43,1049.16,7.34,Bundle,No,Credit Card,6,1,5,-54,2,0,35.7,1,Active,No,,,0.08,Low,Yes,Yes
C002261,Customer 2261,Male,20,Single,4,Government,Low,Premium,34866.8,South,Georgia,Atlanta,57726,Metro,Urban,3415,99.0,2025-07-11,88,Two Year,Cable,Yes,5,Tablet,54,Yes,No,No,Yes,No,No,Yes,190.1,1189,2004,6,2,74,177.73,15640.24,15640.24,177.73,2132.76,27.48,Bundle,No,Credit Card,1,1,1,44,2,3,49.3,8,Active,No,,,0.28,High,Yes,No
C002262,Customer 2262,Female,71,Single,5,Retired,High,Premium,14508.16,Northeast,Pennsylvania,Philadelphia,83445,Suburban,Urban,7803,96.0,2023-09-21,79,Month-to-Month,DSL,Yes,3,Router,23,Yes,Yes,No,Yes,Yes,Yes,Yes,82.6,2296,638,20,2,178,92.56,7312.24,7312.24,92.56,1110.72,22.01,None,No,Credit Card,0,3,8,-51,4,2,5.0,6,Active,No,,,0.33,Medium,No,No
C002263,Customer 2263,Female,28,Single,5,Student,High,Business,27404.77,West,Washington,Seattle,28320,Suburban,Rural,8398,95.3,2025-08-10,75,One Year,Cable,Yes,2,iPhone,55,No,Yes,No,Yes,No,Yes,Yes,92.1,2828,638,5,4,8,151.31,11348.25,11348.25,151.31,1815.72,24.5,None,No,Mailed Check,5,3,8,-59,0,0,71.8,5,Active,No,,,0.08,High,No,Yes
C002264,Customer 2264,Female,40,Divorced,3,Student,Medium,Business,2308.97,Midwest,Ohio,Columbus,70244,Suburban,Urban,7228,90.8,2022-09-05,18,One Year,Cable,Yes,4,iPhone,46,No,No,No,No,No,Yes,No,197.1,573,125,15,5,92,50.49,908.82,908.82,50.49,605.88,2.62,Seasonal,Yes,Electronic Check,6,3,4,36,0,1,19.4,7,Active,No,,,0.2,High,No,Yes
C002265,Customer 2265,Male,58,Single,3,Professional,High,Consumer,2619.94,West,Oregon,Portland,92390,Urban,Rural,6059,95.8,2022-07-19,18,Month-to-Month,Cable,Yes,4,iPhone,27,Yes,Yes,No,Yes,Yes,Yes,No,195.2,510,1081,17,4,8,94.33,1697.94,1697.94,94.33,1131.96,2.05,Retention,No,Mailed Check,3,1,10,28,1,1,50.7,8,Active,No,,,0.33,High,No,No
C002266,Customer 2266,Female,25,Married,2,Retired,Low,Family,14160.25,South,Texas,Houston,80131,Metro,Rural,4902,67.8,2019-07-03,85,Month-to-Month,DSL,Yes,5,Router,43,No,Yes,Yes,No,No,Yes,No,192.1,3615,2268,25,3,14,76.58,6509.3,6509.3,76.58,918.96,2.14,Bundle,Yes,Bank Transfer,1,2,5,60,5,0,1.2,9,Churned,Yes,2025-12-03,Moved Away,0.33,Medium,Yes,No
C002267,Customer 2267,Female,38,Married,1,Government,High,Premium,7842.82,West,Nevada,Las Vegas,10884,Suburban,Urban,8760,79.3,2018-03-13,49,Two Year,Fiber Optic,Yes,3,Tablet,36,Yes,Yes,Yes,No,Yes,Yes,Yes,296.2,1060,277,23,14,55,130.95,6416.55,6416.55,130.95,1571.4,16.19,None,Yes,Bank Transfer,1,3,4,30,3,5,29.3,3,Active,No,,,0.28,Low,Yes,Yes
C002268,Customer 2268,Male,45,Divorced,2,Business,Low,Consumer,1870.17,West,California,Los Angeles,74964,Suburban,Urban,6372,98.8,2020-11-19,32,Two Year,DSL,Yes,2,Router,16,Yes,No,Yes,No,No,Yes,Yes,254.0,3232,1967,22,19,20,36.14,1156.48,1156.48,36.14,433.68,13.36,Bundle,Yes,Mailed Check,2,1,2,-17,2,1,27.6,4,Active,No,,,0.2,Medium,Yes,Yes
C002269,Customer 2269,Male,78,Divorced,4,Retired,Medium,Family,559.96,South,Texas,Houston,87522,Urban,Rural,3903,86.1,2023-05-29,3,Month-to-Month,Cable,Yes,1,Android,43,Yes,No,Yes,No,Yes,No,No,392.1,1182,752,26,13,70,135.31,405.93,405.93,135.31,405.93,23.28,Bundle,Yes,Mailed Check,0,1,2,-67,2,0,43.8,8,Churned,Yes,2025-12-13,Price Too High,0.45,High,Yes,No
C002270,Customer 2270,Male,52,Married,5,Business,Low,Business,25091.13,Midwest,Ohio,Columbus,49995,Urban,Rural,1544,61.5,2022-09-02,87,Month-to-Month,Cable,Yes,5,iPhone,43,No,No,Yes,Yes,Yes,No,No,28.0,414,1370,27,20,155,145.33,12643.71,12643.71,145.33,1743.96,10.0,Bundle,No,Mailed Check,5,0,2,53,1,0,25.4,7,Churned,Yes,2025-06-26,Service Issues,0.45,High,Yes,No
C002271,Customer 2271,Male,79,Divorced,0,Business,High,Consumer,7126.39,Northeast,New Jersey,Newark,35130,Suburban,Rural,7225,74.3,2018-04-21,54,Two Year,DSL,Yes,5,iPhone,44,No,Yes,No,Yes,Yes,No,Yes,5.4,1862,433,6,10,176,60.12,3246.48,3246.48,60.12,721.44,16.78,Seasonal,No,Electronic Check,5,1,7,-82,2,1,56.0,4,Active,No,,,0.08,Medium,No,Yes
C002272,Customer 2272,Male,50,Divorced,4,Business,Low,Family,5605.94,West,Washington,Seattle,99765,Metro,Urban,3227,65.5,2020-09-29,86,Two Year,Cable,Yes,1,Android,54,Yes,No,No,Yes,No,No,Yes,266.9,1206,1963,17,3,178,46.62,4009.32,4009.32,46.62,559.44,25.39,Seasonal,No,Electronic Check,4,2,9,-61,2,1,63.9,8,Active,No,,,0.08,High,Yes,No
C002273,Customer 2273,Male,62,Single,0,Professional,Medium,Premium,1395.73,West,Washington,Seattle,89164,Metro,Rural,6325,87.6,2022-12-17,13,Month-to-Month,Cable,Yes,1,iPhone,14,Yes,No,Yes,Yes,No,No,No,46.4,2365,2670,22,14,58,59.85,778.05,778.05,59.85,718.2,24.78,Retention,No,Credit Card,3,3,6,-17,3,2,31.5,5,Active,No,,,0.33,High,Yes,No
C002274,Customer 2274,Female,35,Single,2,Business,Low,Consumer,10793.45,Northeast,Pennsylvania,Philadelphia,21494,Metro,Rural,4661,89.6,2023-11-20,47,One Year,Fiber Optic,Yes,5,Android,52,No,Yes,No,No,Yes,No,No,211.9,305,459,13,7,140,124.66,5859.02,5859.02,124.66,1495.92,27.23,Seasonal,No,Bank Transfer,0,3,2,94,0,0,64.3,9,Churned,Yes,2025-10-31,Moved Away,0.2,High,Yes,Yes
C002275,Customer 2275,Female,63,Divorced,1,Government,Medium,Family,808.68,Northeast,Pennsylvania,Philadelphia,59487,Urban,Rural,3338,66.3,2022-11-15,5,One Year,DSL,Yes,5,iPhone,51,Yes,No,Yes,Yes,Yes,Yes,Yes,116.1,1286,1782,18,0,13,66.6,333.0,333.0,66.6,333.0,20.39,Retention,Yes,Electronic Check,2,2,3,-63,1,1,56.4,1,Active,No,,,0.2,Low,No,No
C002276,Customer 2276,Male,35,Single,2,Retired,Medium,Business,5155.6,Midwest,Illinois,Chicago,21531,Urban,Urban,6948,91.4,2023-09-14,44,Month-to-Month,Fiber Optic,Yes,2,Tablet,5,No,Yes,Yes,No,No,No,No,249.0,1309,2345,19,17,159,70.71,3111.24,3111.24,70.71,848.52,8.02,Bundle,Yes,Bank Transfer,2,2,2,-34,2,3,20.2,9,Active,No,,,0.53,Medium,Yes,No
C002277,Customer 2277,Female,56,Married,1,Professional,Medium,Consumer,10314.29,Midwest,Michigan,Detroit,91117,Suburban,Rural,4862,69.8,2018-09-12,47,One Year,DSL,Yes,4,Router,24,No,Yes,No,Yes,No,Yes,Yes,118.1,3070,506,7,0,10,104.79,4925.13,4925.13,104.79,1257.48,14.76,None,No,Bank Transfer,3,3,6,68,1,1,39.6,8,Active,No,,,0.08,Low,Yes,Yes
C002278,Customer 2278,Male,73,Married,4,Government,High,Consumer,13900.62,Midwest,Michigan,Detroit,60106,Metro,Urban,1832,81.9,2024-09-25,36,Month-to-Month,Cable,Yes,5,iPhone,20,Yes,No,No,No,No,Yes,No,322.8,3574,1718,10,10,136,168.37,6061.32,6061.32,168.37,2020.44,19.95,Seasonal,No,Mailed Check,3,0,3,3,2,0,2.3,10,Active,No,,,0.45,Low,No,No
C002279,Customer 2279,Male,66,Single,5,Business,Medium,Consumer,37780.86,Midwest,Ohio,Columbus,84221,Urban,Urban,3197,89.5,2018-01-02,109,Month-to-Month,DSL,Yes,6,Router,59,Yes,No,Yes,No,No,Yes,No,30.4,52,2176,22,19,157,137.64,15002.76,15002.76,137.64,1651.68,28.18,Retention,No,Bank Transfer,1,3,3,-12,4,0,41.2,10,Churned,Yes,2026-02-17,Service Issues,0.45,High,Yes,Yes
C002280,Customer 2280,Male,42,Single,2,Business,Medium,Consumer,25248.09,South,Georgia,Atlanta,78531,Urban,Rural,3992,82.9,2019-07-19,102,One Year,Cable,Yes,5,iPhone,16,Yes,No,No,No,No,Yes,Yes,404.5,3652,753,20,18,161,154.37,15745.74,15745.74,154.37,1852.44,16.89,Seasonal,No,Electronic Check,0,3,2,91,1,0,67.0,9,Active,No,,,0.2,Medium,Yes,Yes
C002281,Customer 2281,Male,37,Single,0,Professional,Low,Family,9785.55,Midwest,Michigan,Detroit,60342,Metro,Rural,8601,76.1,2019-11-10,78,Month-to-Month,Cable,Yes,2,Android,9,No,No,No,No,Yes,Yes,Yes,491.6,1165,457,9,3,58,53.49,4172.22,4172.22,53.49,641.88,12.78,Retention,Yes,Electronic Check,2,2,7,9,2,0,21.7,4,Churned,Yes,2026-05-22,Price Too High,0.33,High,Yes,No
C002282,Customer 2282,Female,63,Married,0,Business,Medium,Consumer,7878.26,Midwest,Michigan,Detroit,48159,Suburban,Rural,5917,79.6,2023-09-06,64,One Year,DSL,Yes,5,iPhone,8,No,Yes,Yes,No,Yes,No,No,78.6,1490,2511,4,10,180,90.4,5785.6,5785.6,90.4,1084.8,19.85,Seasonal,Yes,Bank Transfer,4,3,5,-34,4,1,61.5,1,Active,No,,,0.08,High,No,No
C002283,Customer 2283,Female,70,Married,0,Retired,High,Family,17618.35,West,California,Los Angeles,80070,Suburban,Rural,2280,82.1,2024-02-25,52,One Year,Cable,Yes,5,Router,17,Yes,No,No,No,Yes,No,No,76.8,2134,1599,10,0,162,163.88,8521.76,8521.76,163.88,1966.56,23.28,Bundle,Yes,Bank Transfer,1,2,9,58,3,1,54.3,7,Active,No,,,0.08,High,Yes,Yes
C002284,Customer 2284,Male,27,Married,2,Student,High,Business,7403.42,South,Florida,Miami,31470,Metro,Rural,616,80.7,2023-02-08,33,One Year,DSL,Yes,6,Router,32,No,No,No,No,No,Yes,Yes,29.1,3301,2473,17,10,143,134.06,4423.98,4423.98,134.06,1608.72,22.22,Retention,Yes,Bank Transfer,4,0,2,-73,0,0,70.3,9,Active,No,,,0.2,Medium,No,Yes
C002285,Customer 2285,Male,80,Married,1,Business,Low,Family,2543.31,South,Florida,Miami,23641,Suburban,Rural,2895,72.9,2023-03-29,55,Month-to-Month,Fiber Optic,Yes,6,iPhone,5,Yes,No,No,Yes,No,No,Yes,107.8,3505,2164,16,1,176,40.1,2205.5,2205.5,40.1,481.2,14.43,None,Yes,Bank Transfer,3,1,6,-59,0,0,49.0,5,Active,No,,,0.33,High,No,No
C002286,Customer 2286,Male,75,Married,1,Business,Medium,Premium,14675.11,South,North Carolina,Charlotte,57446,Suburban,Urban,6689,66.9,2025-11-20,47,One Year,Fiber Optic,Yes,5,Android,38,Yes,No,No,Yes,No,Yes,Yes,162.2,2221,2599,21,15,41,113.83,5350.01,5350.01,113.83,1365.96,10.97,Bundle,Yes,Mailed Check,2,1,2,-43,4,3,53.3,9,Active,No,,,0.28,High,Yes,No
C002287,Customer 2287,Male,65,Single,0,Business,High,Consumer,5994.78,Northeast,New Jersey,Newark,44595,Urban,Urban,1590,73.2,2022-07-23,23,Two Year,Cable,Yes,3,iPhone,45,Yes,No,No,Yes,Yes,No,Yes,458.3,1716,1705,25,18,175,119.51,2748.73,2748.73,119.51,1434.12,19.48,Retention,Yes,Mailed Check,2,0,2,-16,2,2,47.5,10,Active,No,,,0.2,Low,Yes,No
C002288,Customer 2288,Male,48,Single,4,Business,Medium,Business,17236.0,Northeast,Pennsylvania,Philadelphia,74802,Metro,Urban,7399,65.9,2024-10-09,96,Two Year,Cable,Yes,4,Router,42,No,Yes,Yes,Yes,Yes,No,Yes,9.8,1678,73,22,13,87,150.42,14440.32,14440.32,150.42,1805.04,10.3,Seasonal,Yes,Mailed Check,4,2,10,-61,0,1,52.3,2,Active,No,,,0.08,High,Yes,Yes
C002289,Customer 2289,Male,28,Single,5,Retired,Low,Premium,383.6,Northeast,New York,New York,68954,Metro,Rural,1215,60.7,2025-04-13,2,Month-to-Month,DSL,Yes,1,Tablet,9,Yes,Yes,Yes,Yes,No,No,No,361.0,3631,763,20,18,158,111.95,223.9,223.9,111.95,223.9,4.53,Bundle,No,Bank Transfer,3,2,10,-40,0,0,37.9,7,Active,No,,,0.33,Low,Yes,Yes
C002290,Customer 2290,Female,51,Married,1,Retired,Low,Business,9163.04,South,Florida,Miami,61453,Metro,Urban,2165,82.4,2021-12-02,42,Month-to-Month,Fiber Optic,Yes,1,Router,22,Yes,No,No,No,No,No,Yes,405.5,1491,452,11,13,95,137.14,5759.88,5759.88,137.14,1645.68,18.85,None,Yes,Bank Transfer,1,0,5,-98,0,0,35.4,4,Active,No,,,0.33,Medium,No,Yes
C002291,Customer 2291,Female,66,Single,3,Professional,High,Consumer,11531.58,South,Florida,Miami,10069,Urban,Rural,1711,86.8,2024-08-08,77,Month-to-Month,Fiber Optic,Yes,4,Android,31,No,Yes,No,No,Yes,Yes,No,234.7,2524,1974,21,12,120,60.03,4622.31,4622.31,60.03,720.36,10.88,None,No,Mailed Check,3,2,3,78,2,0,17.5,10,Active,No,,,0.45,Medium,Yes,No
C002292,Customer 2292,Male,36,Single,4,Business,Medium,Business,82.35,Northeast,Pennsylvania,Philadelphia,60410,Urban,Rural,1008,94.3,2020-09-21,1,Month-to-Month,Cable,Yes,3,Router,58,Yes,Yes,No,Yes,Yes,No,No,288.8,86,2176,6,3,18,63.41,63.41,63.41,63.41,63.41,5.43,Bundle,Yes,Electronic Check,0,2,4,-3,3,0,54.8,8,Active,No,,,0.45,Medium,Yes,Yes
C002293,Customer 2293,Male,50,Single,3,Retired,High,Consumer,7038.99,West,Oregon,Portland,12700,Urban,Urban,4309,97.8,2018-11-15,26,Two Year,Cable,Yes,6,Android,28,No,No,No,No,Yes,Yes,Yes,437.7,1503,1643,6,19,37,141.92,3689.92,3689.92,141.92,1703.04,20.8,Bundle,Yes,Mailed Check,0,0,1,0,4,2,1.1,10,Active,No,,,0.2,High,No,Yes
C002294,Customer 2294,Male,74,Single,0,Government,High,Consumer,8845.53,Northeast,Massachusetts,Boston,70676,Urban,Rural,8803,80.8,2025-05-19,102,Two Year,DSL,Yes,6,Tablet,28,Yes,No,Yes,Yes,No,Yes,No,206.0,1962,1544,1,19,65,39.42,4020.84,4020.84,39.42,473.04,14.12,Bundle,Yes,Credit Card,3,2,10,-35,2,2,60.7,7,Active,No,,,0.08,Low,No,Yes
C002295,Customer 2295,Female,72,Single,5,Retired,High,Premium,1606.68,Midwest,Michigan,Detroit,30273,Suburban,Urban,803,88.5,2019-04-22,20,One Year,Fiber Optic,Yes,5,Tablet,11,No,Yes,No,Yes,No,Yes,Yes,172.9,2836,2845,26,4,77,61.43,1228.6,1228.6,61.43,737.16,5.77,None,Yes,Electronic Check,3,0,6,22,1,1,25.5,8,Active,No,,,0.08,Low,No,No
C002296,Customer 2296,Male,70,Single,1,Business,High,Business,39287.49,West,Nevada,Las Vegas,62784,Suburban,Urban,7730,82.6,2021-03-20,114,Two Year,Cable,Yes,5,Router,17,No,No,No,Yes,No,Yes,Yes,158.8,2856,259,5,8,114,177.07,20185.98,20185.98,177.07,2124.84,16.83,Retention,No,Electronic Check,4,3,8,12,2,1,10.8,4,Churned,Yes,2026-05-05,Network Quality,0.08,Low,Yes,No
C002297,Customer 2297,Male,38,Divorced,0,Government,Medium,Business,1201.91,West,California,Los Angeles,67391,Metro,Rural,8479,93.3,2021-11-29,12,Month-to-Month,Fiber Optic,Yes,6,Router,21,No,No,Yes,No,Yes,Yes,Yes,9.7,821,1709,15,13,6,42.69,512.28,512.28,42.69,512.28,13.38,Bundle,No,Bank Transfer,4,2,9,-94,1,1,66.5,7,Active,No,,,0.33,High,Yes,No
C002298,Customer 2298,Male,76,Single,5,Professional,High,Business,16220.28,Midwest,Illinois,Chicago,73804,Urban,Rural,5884,65.1,2020-07-22,53,Month-to-Month,Fiber Optic,Yes,6,Tablet,55,Yes,No,Yes,Yes,Yes,Yes,No,103.7,2160,2878,7,9,83,115.16,6103.48,6103.48,115.16,1381.92,23.61,Retention,Yes,Mailed Check,1,2,4,75,0,0,52.4,4,Active,No,,,0.45,Medium,No,Yes
C002299,Customer 2299,Female,61,Single,2,Retired,Low,Consumer,10633.51,South,Florida,Miami,40081,Suburban,Urban,1895,91.4,2024-05-13,77,Month-to-Month,DSL,Yes,5,Router,21,No,Yes,Yes,Yes,Yes,No,Yes,207.9,1416,723,9,0,6,93.07,7166.39,7166.39,93.07,1116.84,10.18,Retention,Yes,Electronic Check,3,1,3,84,1,2,47.9,10,Active,No,,,0.45,Medium,Yes,No
C002300,Customer 2300,Male,58,Single,4,Professional,Medium,Business,11726.9,West,Nevada,Las Vegas,82739,Suburban,Rural,7836,78.7,2025-10-07,80,Month-to-Month,DSL,Yes,4,Tablet,56,Yes,Yes,No,No,Yes,No,No,40.8,63,2668,12,16,152,102.43,8194.4,8194.4,102.43,1229.16,22.87,Seasonal,Yes,Bank Transfer,4,3,6,93,2,1,56.3,2,Churned,Yes,2025-10-15,Moved Away,0.33,Medium,No,No
